Protein.Group,Markers,markers
Q9CYW4,unknown,unknown
Q9CYZ2,unknown,unknown
Q9CZ04,unknown,unknown
Q9CZ13,unknown,unknown
Q9CZ28,unknown,unknown
Q9CZ30,unknown,unknown
Q9CZ42,unknown,unknown
Q9CZ44,unknown,unknown
Q9CZ57,unknown,unknown
Q9CZ83,MITO_3,MITO_3
Q9CZA6,unknown,unknown
Q9CZB0,MITO_1,MITO_1
Q9CZC8,unknown,unknown
Q9CZD3,unknown,unknown
Q9CZE3,unknown,unknown
Q9CZH3,unknown,unknown
Q9CZJ2,unknown,unknown
Q9CZL5,unknown,unknown
Q9CZM2,RCX_1,RCX_1
Q9CZN7,unknown,unknown
Q9CZN8,unknown,unknown
Q9CZP5,unknown,unknown
Q9CZR2,unknown,unknown
Q9CZR3,unknown,unknown
Q9CZR8,unknown,unknown
Q9CZS1,unknown,unknown
Q9CZT8,unknown,unknown
Q9CZU3,unknown,unknown
Q9CZU6,unknown,unknown
Q9CZW5,MITO_1,MITO_1
Q9CZX0,unknown,unknown
Q9CZX7,unknown,unknown
Q9CZX8,RCX_2,RCX_2
Q9CZX9,unknown,unknown
Q9CZY3,unknown,unknown
Q9D009,unknown,unknown
Q9D020,unknown,unknown
Q9D023,unknown,unknown
Q9D024,ER_2,ER_2
Q9D051,unknown,unknown
Q9D071,unknown,unknown
Q9D074,unknown,unknown
Q9D0A3,unknown,unknown
Q9D0B5,unknown,unknown
Q9D0B6,unknown,unknown
Q9D0C4,unknown,unknown
Q9D0D3,unknown,unknown
Q9D0E1,NU_2,NU_2
Q9D0F3,unknown,unknown
Q9D0F9,CYTO_1,CYTO_1
Q9D0G0,MITO_3,MITO_3
Q9D0I4,unknown,unknown
Q9D0I6,unknown,unknown
Q9D0I8,unknown,unknown
Q9D0I9,unknown,unknown
Q9D0J4,unknown,unknown
Q9D0J8,unknown,unknown
Q9D0K2,MITO_2,MITO_2
Q9D0L4,MITO_1,MITO_1
Q9D0L7,unknown,unknown
Q9D0L8,unknown,unknown
Q9D0M1,unknown,unknown
Q9D0M3,unknown,unknown
Q9D0M5,unknown,unknown
Q9D0Q7,MITO_3,MITO_3
Q9D0R2,unknown,unknown
Q9D0R8,unknown,unknown
Q9D0S9,unknown,unknown
Q9D0T1,unknown,unknown
Q9D0W5,unknown,unknown
Q9D0Y8,unknown,unknown
Q9D113,unknown,unknown
Q9D125,unknown,unknown
Q9D142,unknown,unknown
Q9D154,unknown,unknown
Q9D172,unknown,unknown
Q9D173,unknown,unknown
Q9D1A2,CYTO_1,CYTO_1
Q9D1B9,unknown,unknown
Q9D1C8,unknown,unknown
Q9D1D4,unknown,unknown
Q9D1E6,unknown,unknown
Q9D1E8,unknown,unknown
Q9D1F4,unknown,unknown
Q9D1G1,unknown,unknown
Q9D1G3,ER_2,ER_2
Q9D1G5,unknown,unknown
Q9D1H6,unknown,unknown
Q9D1H7,unknown,unknown
Q9D1H8,MITO_3,MITO_3
Q9D1H9,unknown,unknown
Q9D1I2,unknown,unknown
Q9D1I5,unknown,unknown
Q9D1I6,MITO_3,MITO_3
Q9D1J1,unknown,unknown
Q9D1J3,unknown,unknown
Q9D1L0,unknown,unknown
Q9D1M0,unknown,unknown
Q9D1M4,unknown,unknown
Q9D1N9,MITO_3,MITO_3
Q9D1P0,MITO_3,MITO_3
Q9D1P4,unknown,unknown
Q9D1Q6,ER_1,ER_1
Q9D1R1,unknown,unknown
Q9D1R9,RCX_1,RCX_1
Q9D1W4,unknown,unknown
Q9D1Z3,unknown,unknown
Q9D273,unknown,unknown
Q9D281,unknown,unknown
Q9D289,unknown,unknown
Q9D2C7,unknown,unknown
Q9D2G2,unknown,unknown
Q9D2M8,unknown,unknown
Q9D2N4,unknown,unknown
Q9D2N9,unknown,unknown
Q9D2R0,unknown,unknown
Q9D2R6,MITO_1,MITO_1
Q9D2R8,unknown,unknown
Q9D2V5,unknown,unknown
Q9D2V7,unknown,unknown
Q9D328,unknown,unknown
Q9D338,MITO_3,MITO_3
Q9D358,unknown,unknown
Q9D379,unknown,unknown
Q9D394,unknown,unknown
Q9D3D9,unknown,unknown
Q9D3P8,unknown,unknown
Q9D404,unknown,unknown
Q9D4H1,unknown,unknown
Q9D4H8,unknown,unknown
Q9D517,unknown,unknown
Q9D554,unknown,unknown
Q9D5T0,unknown,unknown
Q9D5V5,unknown,unknown
Q9D662,unknown,unknown
Q9D6F9,unknown,unknown
Q9D6J5,unknown,unknown
Q9D6J6,unknown,unknown
Q9D6K5,unknown,unknown
Q9D6K7,unknown,unknown
Q9D6K8,unknown,unknown
Q9D6M3,unknown,unknown
Q9D6N5,unknown,unknown
Q9D6R2,unknown,unknown
Q9D6S7,unknown,unknown
Q9D6T9,unknown,unknown
Q9D6U8,unknown,unknown
Q9D6W8,unknown,unknown
Q9D6Y7,unknown,unknown
Q9D6Y9,CYTO_1,CYTO_1
Q9D6Z0,unknown,unknown
Q9D6Z1,NU_1,NU_1
Q9D706,unknown,unknown
Q9D708,unknown,unknown
Q9D710,unknown,unknown
Q9D711,unknown,unknown
Q9D773,unknown,unknown
Q9D783,unknown,unknown
Q9D7A8,unknown,unknown
Q9D7B6,unknown,unknown
Q9D7G0,unknown,unknown
Q9D7H3,unknown,unknown
Q9D7I5,unknown,unknown
Q9D7J4,unknown,unknown
Q9D7J9,unknown,unknown
Q9D7N3,unknown,unknown
Q9D7N6,unknown,unknown
Q9D7N9,unknown,unknown
Q9D7P6,unknown,unknown
Q9D7S9,unknown,unknown
Q9D7X3,unknown,unknown
Q9D7X8,unknown,unknown
Q9D819,unknown,unknown
Q9D820,unknown,unknown
Q9D832,unknown,unknown
Q9D832;Q9QYJ3,unknown,unknown
Q9D844,unknown,unknown
Q9D853,unknown,unknown
Q9D855,unknown,unknown
Q9D868,unknown,unknown
Q9D880,MITO_1,MITO_1
Q9D883,unknown,unknown
Q9D892,unknown,unknown
Q9D898,unknown,unknown
Q9D8B3,unknown,unknown
Q9D8B4,unknown,unknown
Q9D8B7,unknown,unknown
Q9D8C4,unknown,unknown
Q9D8C9,unknown,unknown
Q9D8E6,RCX_1,RCX_1
Q9D8H7,unknown,unknown
Q9D8N0,unknown,unknown
Q9D8N2,GE_1,GE_1
Q9D8P4,unknown,unknown
Q9D8S4,unknown,unknown
Q9D8S9,unknown,unknown
Q9D8T2,unknown,unknown
Q9D8T7,unknown,unknown
Q9D8U8,unknown,unknown
Q9D8V0,ER_2,ER_2
Q9D8W5,PX_1,PX_1
Q9D8X1,unknown,unknown
Q9D8X2,unknown,unknown
Q9D8Y0,unknown,unknown
Q9D8Y1,unknown,unknown
Q9D906,unknown,unknown
Q9D924,unknown,unknown
Q9D938,unknown,unknown
Q9D958,unknown,unknown
Q9D967,unknown,unknown
Q9D9A7,unknown,unknown
Q9D9K3,unknown,unknown
Q9D9M5,unknown,unknown
Q9D9V3,unknown,unknown
Q9DA03,unknown,unknown
Q9DAK9,unknown,unknown
Q9DAM5,unknown,unknown
Q9DAR7,unknown,unknown
Q9DAS9,unknown,unknown
Q9DAT5,unknown,unknown
Q9DAU1,unknown,unknown
Q9DAW6,unknown,unknown
Q9DAW9,unknown,unknown
Q9DB05,unknown,unknown
Q9DB15,unknown,unknown
Q9DB16,unknown,unknown
Q9DB25,unknown,unknown
Q9DB26,unknown,unknown
Q9DB27,unknown,unknown
Q9DB29,unknown,unknown
Q9DB30,unknown,unknown
Q9DB34,unknown,unknown
Q9DB50,unknown,unknown
Q9DB60,unknown,unknown
Q9DB70,unknown,unknown
Q9DB73,unknown,unknown
Q9DB77,unknown,unknown
Q9DB90,unknown,unknown
Q9DBB5,unknown,unknown
Q9DBB8,unknown,unknown
Q9DBB9,unknown,unknown
Q9DBC0,unknown,unknown
Q9DBC7,unknown,unknown
Q9DBD0,unknown,unknown
Q9DBE0,unknown,unknown
Q9DBF1,unknown,unknown
Q9DBG1,unknown,unknown
Q9DBG3,unknown,unknown
Q9DBG5,unknown,unknown
Q9DBG6,ER_2,ER_2
Q9DBG7,unknown,unknown
Q9DBG9,unknown,unknown
Q9DBH5,GE_1,GE_1
Q9DBJ1,unknown,unknown
Q9DBK7,unknown,unknown
Q9DBL1,unknown,unknown
Q9DBL7,unknown,unknown
Q9DBL9,unknown,unknown
Q9DBM2,unknown,unknown
Q9DBP5,unknown,unknown
Q9DBR0,unknown,unknown
Q9DBR3,unknown,unknown
Q9DBR4,unknown,unknown
Q9DBR7,unknown,unknown
Q9DBS1,unknown,unknown
Q9DBS2,unknown,unknown
Q9DBS5,unknown,unknown
Q9DBS9,unknown,unknown
Q9DBT5,unknown,unknown
Q9DBV4,unknown,unknown
Q9DBX2,unknown,unknown
Q9DBX3,unknown,unknown
Q9DBZ1,unknown,unknown
Q9DBZ5,unknown,unknown
Q9DC07,unknown,unknown
Q9DC11,unknown,unknown
Q9DC16,unknown,unknown
Q9DC22,unknown,unknown
Q9DC23,unknown,unknown
Q9DC28;Q9JMK2,unknown,unknown
Q9DC29,unknown,unknown
Q9DC50,unknown,unknown
Q9DC51,unknown,unknown
Q9DC61,unknown,unknown
Q9DC63,unknown,unknown
Q9DC69,MITO_1,MITO_1
Q9DC70,unknown,unknown
Q9DC71,unknown,unknown
Q9DC77,unknown,unknown
Q9DCA2,unknown,unknown
Q9DCB8,unknown,unknown
Q9DCC4,unknown,unknown
Q9DCC8,unknown,unknown
Q9DCD0,CYTO_1,CYTO_1
Q9DCE9,unknown,unknown
Q9DCF9,unknown,unknown
Q9DCH4,unknown,unknown
Q9DCH6,unknown,unknown
Q9DCI9,unknown,unknown
Q9DCJ1,unknown,unknown
Q9DCJ5,unknown,unknown
Q9DCJ7,unknown,unknown
Q9DCJ9,unknown,unknown
Q9DCL4,unknown,unknown
Q9DCL8,unknown,unknown
Q9DCL9,unknown,unknown
Q9DCM0,unknown,unknown
Q9DCM2,unknown,unknown
Q9DCN1,unknown,unknown
Q9DCN2,unknown,unknown
Q9DCS3,unknown,unknown
Q9DCS9,unknown,unknown
Q9DCT1,unknown,unknown
Q9DCT2,unknown,unknown
Q9DCT5,unknown,unknown
Q9DCT8,unknown,unknown
Q9DCU6,MITO_3,MITO_3
Q9DCV4,unknown,unknown
Q9DCV7,unknown,unknown
Q9DCW4,MITO_2,MITO_2
Q9DCX2,MITO_1,MITO_1
Q9DCZ1,unknown,unknown
Q9DCZ4,unknown,unknown
Q9DD02,unknown,unknown
Q9DD18,unknown,unknown
Q9EP53,unknown,unknown
Q9EP69,unknown,unknown
Q9EP72,ER_2,ER_2
Q9EP89,unknown,unknown
Q9EPB4,unknown,unknown
Q9EPB5,unknown,unknown
Q9EPC1,CP_1,CP_1
Q9EPC1;Q9ES46,unknown,unknown
Q9EPC5,unknown,unknown
Q9EPE9,unknown,unknown
Q9EPJ9,unknown,unknown
Q9EPK2,unknown,unknown
Q9EPK6,ER_2,ER_2
Q9EPK7,unknown,unknown
Q9EPL4,unknown,unknown
Q9EPL8,unknown,unknown
Q9EPL9,unknown,unknown
Q9EPN1,unknown,unknown
Q9EPN1;Q9ESE1,unknown,unknown
Q9EPU0,unknown,unknown
Q9EPU4,unknown,unknown
Q9EPV8,unknown,unknown
Q9EPX2,unknown,unknown
Q9EQ06,unknown,unknown
Q9EQ20,MITO_2,MITO_2
Q9EQ80,unknown,unknown
Q9EQC5,unknown,unknown
Q9EQG9,unknown,unknown
Q9EQH2,ER_1,ER_1
Q9EQH3,unknown,unknown
Q9EQI5,unknown,unknown
Q9EQI8,MITO_3,MITO_3
Q9EQJ0,unknown,unknown
Q9EQK5,unknown,unknown
Q9EQN3,unknown,unknown
Q9EQP2,unknown,unknown
Q9EQP2;Q9QXY6,unknown,unknown
Q9EQP2;Q9QXY6;Q9WVK4,unknown,unknown
Q9EQQ9,unknown,unknown
Q9EQU5,unknown,unknown
Q9EQW7,unknown,unknown
Q9ER00,GE_1,GE_1
Q9ER35,unknown,unknown
Q9ER67,unknown,unknown
Q9ER72,unknown,unknown
Q9ER73,unknown,unknown
Q9ER88,unknown,unknown
Q9ERB0,unknown,unknown
Q9ERD7,unknown,unknown
Q9ERE7,unknown,unknown
Q9ERF3,unknown,unknown
Q9ERG0,unknown,unknown
Q9ERG2,unknown,unknown
Q9ERI6,unknown,unknown
Q9ERK4,unknown,unknown
Q9ERL9,unknown,unknown
Q9ERN0,unknown,unknown
Q9ERP3,unknown,unknown
Q9ERS2,unknown,unknown
Q9ERS5,unknown,unknown
Q9ERU9,unknown,unknown
Q9ERV1,unknown,unknown
Q9ES00,unknown,unknown
Q9ES28,unknown,unknown
Q9ES46,CP_1,CP_1
Q9ES56,unknown,unknown
Q9ES74,unknown,unknown
Q9ES82,unknown,unknown
Q9ES83,unknown,unknown
Q9ES89,unknown,unknown
Q9ES97,unknown,unknown
Q9ESB3,unknown,unknown
Q9ESD7,unknown,unknown
Q9ESE1,unknown,unknown
Q9ESJ0,unknown,unknown
Q9ESL4,unknown,unknown
Q9ESN9,unknown,unknown
Q9EST4,unknown,unknown
Q9EST5,unknown,unknown
Q9ESU7,unknown,unknown
Q9ESW4,unknown,unknown
Q9ESW8,unknown,unknown
Q9ESX5,unknown,unknown
Q9ET01,unknown,unknown
Q9ET01;Q9WUB3,unknown,unknown
Q9ET22,unknown,unknown
Q9ET26,unknown,unknown
Q9ET30,unknown,unknown
Q9ET54,unknown,unknown
Q9ET66,unknown,unknown
Q9ET78,unknown,unknown
Q9JHE7,unknown,unknown
Q9JHF5,unknown,unknown
Q9JHG6,unknown,unknown
Q9JHH6,unknown,unknown
Q9JHH9,unknown,unknown
Q9JHI5,MITO_2,MITO_2
Q9JHJ0,unknown,unknown
Q9JHJ3,unknown,unknown
Q9JHK4,unknown,unknown
Q9JHK5,unknown,unknown
Q9JHL1,unknown,unknown
Q9JHP7,unknown,unknown
Q9JHQ5,unknown,unknown
Q9JHR7,unknown,unknown
Q9JHS3,unknown,unknown
Q9JHS4,unknown,unknown
Q9JHU2,unknown,unknown
Q9JHU4,unknown,unknown
Q9JHU9,unknown,unknown
Q9JHW2,unknown,unknown
Q9JHW4,unknown,unknown
Q9JHZ2,unknown,unknown
Q9JI39,unknown,unknown
Q9JI46,unknown,unknown
Q9JI59,unknown,unknown
Q9JI75,unknown,unknown
Q9JI78,unknown,unknown
Q9JI90,unknown,unknown
Q9JI91,ST_1,ST_1
Q9JIA7,unknown,unknown
Q9JIF0,unknown,unknown
Q9JIF7,unknown,unknown
Q9JIG7,GE_1,GE_1
Q9JIG8,unknown,unknown
Q9JII5,unknown,unknown
Q9JII6,unknown,unknown
Q9JIK5,unknown,unknown
Q9JIK9,unknown,unknown
Q9JIM1,CM_1,CM_1
Q9JIM5,unknown,unknown
Q9JIS8,unknown,unknown
Q9JIS8;Q9WVL3,unknown,unknown
Q9JIW9,unknown,unknown
Q9JIX8,unknown,unknown
Q9JIY5,unknown,unknown
Q9JIZ9,unknown,unknown
Q9JJ28,unknown,unknown
Q9JJ59,unknown,unknown
Q9JJC6,unknown,unknown
Q9JJG0,unknown,unknown
Q9JJG9,unknown,unknown
Q9JJI8,RCX_1,RCX_1
Q9JJK2,unknown,unknown
Q9JJK5,unknown,unknown
Q9JJL8,MITO_2,MITO_2
Q9JJN5,unknown,unknown
Q9JJT9,unknown,unknown
Q9JJU8,unknown,unknown
Q9JJV2,CYTO_1,CYTO_1
Q9JJW0,unknown,unknown
Q9JJW5,ST_1,ST_1
Q9JJX6,unknown,unknown
Q9JJZ2,unknown,unknown
Q9JJZ4,unknown,unknown
Q9JK23,unknown,unknown
Q9JK38,unknown,unknown
Q9JK42,unknown,unknown
Q9JK48,unknown,unknown
Q9JK53,unknown,unknown
Q9JK81,unknown,unknown
Q9JK92,unknown,unknown
Q9JKB1,unknown,unknown
Q9JKB3,unknown,unknown
Q9JKC7,unknown,unknown
Q9JKC8,unknown,unknown
Q9JKF1,unknown,unknown
Q9JKF7,MITO_3,MITO_3
Q9JKK1,unknown,unknown
Q9JKL4,unknown,unknown
Q9JKR6,unknown,unknown
Q9JKS4,unknown,unknown
Q9JKV1,PX_1,PX_1
Q9JKV5,unknown,unknown
Q9JKX6,unknown,unknown
Q9JKY5,unknown,unknown
Q9JKY7,unknown,unknown
Q9JL15,unknown,unknown
Q9JL26,unknown,unknown
Q9JL35,unknown,unknown
Q9JL62,unknown,unknown
Q9JL99,unknown,unknown
Q9JLB0,CP_1,CP_1
Q9JLH8,unknown,unknown
Q9JLI6,unknown,unknown
Q9JLI8,unknown,unknown
Q9JLJ2,unknown,unknown
Q9JLM9,unknown,unknown
Q9JLN9,unknown,unknown
Q9JLQ0,unknown,unknown
Q9JLQ2,unknown,unknown
Q9JLR9,unknown,unknown
Q9JLT4,unknown,unknown
Q9JLT4;Q9JMH6,unknown,unknown
Q9JLV1,unknown,unknown
Q9JLV5,unknown,unknown
Q9JLZ3,unknown,unknown
Q9JM13,unknown,unknown
Q9JM14,unknown,unknown
Q9JM52,unknown,unknown
Q9JM76,unknown,unknown
Q9JMA1,unknown,unknown
Q9JMA2,unknown,unknown
Q9JMC3,unknown,unknown
Q9JMD3,unknown,unknown
Q9JME7,unknown,unknown
Q9JMG1,unknown,unknown
Q9JMG4,unknown,unknown
Q9JMH6,unknown,unknown
Q9JMH9,unknown,unknown
Q9QUG9,unknown,unknown
Q9QUH0,unknown,unknown
Q9QUI0,unknown,unknown
Q9QUJ7,unknown,unknown
Q9QUM0,unknown,unknown
Q9QUM9,PX_1,PX_1
Q9QUR6,unknown,unknown
Q9QUR7,unknown,unknown
Q9QUT0,unknown,unknown
Q9QVP4,ST_1,ST_1
Q9QWK4,unknown,unknown
Q9QWL7,unknown,unknown
Q9QWR8,unknown,unknown
Q9QWY8,unknown,unknown
Q9QX11,unknown,unknown
Q9QX47,unknown,unknown
Q9QX60,unknown,unknown
Q9QXA5,unknown,unknown
Q9QXB9,unknown,unknown
Q9QXC1,unknown,unknown
Q9QXD8,unknown,unknown
Q9QXE0,unknown,unknown
Q9QXG4,unknown,unknown
Q9QXJ1,unknown,unknown
Q9QXK3,unknown,unknown
Q9QXK3;Q9QZE5,unknown,unknown
Q9QXK7,unknown,unknown
Q9QXL2,unknown,unknown
Q9QXM1,unknown,unknown
Q9QXS1,ST_1,ST_1
Q9QXS1;Q9QXZ0,unknown,unknown
Q9QXS6,unknown,unknown
Q9QXT0,ER_1,ER_1
Q9QXW2,unknown,unknown
Q9QXX4,MITO_1,MITO_1
Q9QXY6,unknown,unknown
Q9QXY6;Q9WVK4,unknown,unknown
Q9QXY9,unknown,unknown
Q9QXZ0,unknown,unknown
Q9QY06,unknown,unknown
Q9QY36,unknown,unknown
Q9QY76,unknown,unknown
Q9QY76;Q9WV55,unknown,unknown
Q9QY80,unknown,unknown
Q9QYA2,unknown,unknown
Q9QYB1,unknown,unknown
Q9QYB5,CP_1,CP_1
Q9QYB8,unknown,unknown
Q9QYB8;Q9QYC0,unknown,unknown
Q9QYC0,unknown,unknown
Q9QYE6,unknown,unknown
Q9QYF9,unknown,unknown
Q9QYG0,unknown,unknown
Q9QYI3,unknown,unknown
Q9QYI5,unknown,unknown
Q9QYJ0,unknown,unknown
Q9QYR6,unknown,unknown
Q9QYR9,MITO_2,MITO_2
Q9QYS9,unknown,unknown
Q9QYY0,unknown,unknown
Q9QZ06,unknown,unknown
Q9QZ08,unknown,unknown
Q9QZ23,unknown,unknown
Q9QZ57,unknown,unknown
Q9QZ73,unknown,unknown
Q9QZ85,unknown,unknown
Q9QZ88,unknown,unknown
Q9QZB7,unknown,unknown
Q9QZB9,unknown,unknown
Q9QZD8,unknown,unknown
Q9QZD9,unknown,unknown
Q9QZE5,unknown,unknown
Q9QZE7,unknown,unknown
Q9QZF2,unknown,unknown
Q9QZH3,unknown,unknown
Q9QZH6,unknown,unknown
Q9QZI9,unknown,unknown
Q9QZJ6,unknown,unknown
Q9QZM0,unknown,unknown
Q9QZN4,unknown,unknown
Q9QZQ1,unknown,unknown
Q9QZQ8,NU_1,NU_1
Q9QZS3,unknown,unknown
Q9QZX7,unknown,unknown
Q9QZZ6,unknown,unknown
Q9R000,unknown,unknown
Q9R013,unknown,unknown
Q9R020,unknown,unknown
Q9R059,unknown,unknown
Q9R060,unknown,unknown
Q9R061,unknown,unknown
Q9R062,unknown,unknown
Q9R069,CM_1,CM_1
Q9R078,unknown,unknown
Q9R087,unknown,unknown
Q9R088,unknown,unknown
Q9R098,unknown,unknown
Q9R099,unknown,unknown
Q9R0A0,PERO_1,PERO_1
Q9R0E1,unknown,unknown
Q9R0E2,ER_2,ER_2
Q9R0H0,PERO_1,PERO_1
Q9R0H5,unknown,unknown
Q9R0I7,unknown,unknown
Q9R0M4,unknown,unknown
Q9R0M6,unknown,unknown
Q9R0N0,unknown,unknown
Q9R0P3,unknown,unknown
Q9R0P4,unknown,unknown
Q9R0P5,unknown,unknown
Q9R0P6,unknown,unknown
Q9R0P9,unknown,unknown
Q9R0Q3,unknown,unknown
Q9R0Q6,unknown,unknown
Q9R0Q6;Q9WV32,unknown,unknown
Q9R0Q7,unknown,unknown
Q9R0Q9,unknown,unknown
Q9R0U0,unknown,unknown
Q9R0X4,unknown,unknown
Q9R0Y5,unknown,unknown
Q9R111,unknown,unknown
Q9R112,unknown,unknown
Q9R1C7,unknown,unknown
Q9R1P0,PX_1,PX_1
Q9R1P1,PX_1,PX_1
Q9R1P3,PX_1,PX_1
Q9R1P4,PX_1,PX_1
Q9R1R2,unknown,unknown
Q9R1S8,unknown,unknown
Q9R1T2,unknown,unknown
Q9R1W5,unknown,unknown
Q9R1Z7,unknown,unknown
Q9R1Z8,unknown,unknown
Q9R229,unknown,unknown
Q9R233,unknown,unknown
Q9R257,unknown,unknown
Q9R269,unknown,unknown
Q9WTI7,unknown,unknown
Q9WTK3,unknown,unknown
Q9WTK5,unknown,unknown
Q9WTK7,unknown,unknown
Q9WTM5,unknown,unknown
Q9WTN0,unknown,unknown
Q9WTP6,unknown,unknown
Q9WTP7,unknown,unknown
Q9WTQ5,unknown,unknown
Q9WTQ8,unknown,unknown
Q9WTR5,CM_1,CM_1
Q9WTU6,unknown,unknown
Q9WTX2,unknown,unknown
Q9WTX5,unknown,unknown
Q9WTX6,unknown,unknown
Q9WTZ1,unknown,unknown
Q9WU56,unknown,unknown
Q9WU78,unknown,unknown
Q9WU79,unknown,unknown
Q9WU84,unknown,unknown
Q9WUA2,unknown,unknown
Q9WUA3,unknown,unknown
Q9WUA5,unknown,unknown
Q9WUB0,unknown,unknown
Q9WUB3,unknown,unknown
Q9WUB4,unknown,unknown
Q9WUD1,unknown,unknown
Q9WUK2,unknown,unknown
Q9WUL7,unknown,unknown
Q9WUM3,unknown,unknown
Q9WUM4,unknown,unknown
Q9WUM5,unknown,unknown
Q9WUN2,unknown,unknown
Q9WUP7,unknown,unknown
Q9WUQ2,unknown,unknown
Q9WUR2,unknown,unknown
Q9WUR9,unknown,unknown
Q9WUU7,unknown,unknown
Q9WUZ7,unknown,unknown
Q9WV02,unknown,unknown
Q9WV32,unknown,unknown
Q9WV35,unknown,unknown
Q9WV54,unknown,unknown
Q9WV55,unknown,unknown
Q9WV60,unknown,unknown
Q9WV69,unknown,unknown
Q9WV80,unknown,unknown
Q9WV85,unknown,unknown
Q9WV91,GE_1,GE_1
Q9WV92,unknown,unknown
Q9WV98,unknown,unknown
Q9WVA3,unknown,unknown
Q9WVA4,unknown,unknown
Q9WVB0,unknown,unknown
Q9WVC3,unknown,unknown
Q9WVD5,unknown,unknown
Q9WVE8,unknown,unknown
Q9WVG6,unknown,unknown
Q9WVH9,unknown,unknown
Q9WVJ2,PX_1,PX_1
Q9WVJ3,unknown,unknown
Q9WVK4,unknown,unknown
Q9WVL0,unknown,unknown
Q9WVL1,unknown,unknown
Q9WVL3,unknown,unknown
Q9WVQ5,CYTO_1,CYTO_1
Q9WVR4,unknown,unknown
Q9WVS7,unknown,unknown
Q9WVT6,unknown,unknown
Q9Z0E0,unknown,unknown
Q9Z0E6,unknown,unknown
Q9Z0F7,unknown,unknown
Q9Z0F8,unknown,unknown
Q9Z0G0,unknown,unknown
Q9Z0H4,unknown,unknown
Q9Z0J0,unknown,unknown
Q9Z0J1,unknown,unknown
Q9Z0M5,unknown,unknown
Q9Z0N1,unknown,unknown
Q9Z0P4,unknown,unknown
Q9Z0P5,unknown,unknown
Q9Z0R4,unknown,unknown
Q9Z0R4;Q9Z0R6,unknown,unknown
Q9Z0R6,unknown,unknown
Q9Z0S1,unknown,unknown
Q9Z0T9,unknown,unknown
Q9Z0U1,unknown,unknown
Q9Z0V7,unknown,unknown
Q9Z0X1,MITO_1,MITO_1
Q9Z0X4,unknown,unknown
Q9Z0Y1,unknown,unknown
Q9Z108,unknown,unknown
Q9Z110,unknown,unknown
Q9Z126,unknown,unknown
Q9Z130,unknown,unknown
Q9Z160,unknown,unknown
Q9Z176,unknown,unknown
Q9Z1A1,unknown,unknown
Q9Z1D1,unknown,unknown
Q9Z1E4,unknown,unknown
Q9Z1F9,unknown,unknown
Q9Z1G3,unknown,unknown
Q9Z1G4,unknown,unknown
Q9Z1J3,unknown,unknown
Q9Z1K5,unknown,unknown
Q9Z1K6,unknown,unknown
Q9Z1M0,unknown,unknown
Q9Z1M4,unknown,unknown
Q9Z1M8,NU_2,NU_2
Q9Z1N5,unknown,unknown
Q9Z1P6,unknown,unknown
Q9Z1P7,unknown,unknown
Q9Z1Q2,unknown,unknown
Q9Z1Q5,unknown,unknown
Q9Z1Q9,unknown,unknown
Q9Z1R2,unknown,unknown
Q9Z1R3,unknown,unknown
Q9Z1T1,unknown,unknown
Q9Z1W9,unknown,unknown
Q9Z1X4,unknown,unknown
Q9Z1Z0,unknown,unknown
Q9Z1Z2,unknown,unknown
Q9Z204,unknown,unknown
Q9Z210,PERO_1,PERO_1
Q9Z239,unknown,unknown
Q9Z247,unknown,unknown
Q9Z266,unknown,unknown
Q9Z280,unknown,unknown
Q9Z2A0,unknown,unknown
Q9Z2A5,unknown,unknown
Q9Z2A9,CM_1,CM_1
Q9Z2C5,unknown,unknown
Q9Z2C8,unknown,unknown
Q9Z2D1,unknown,unknown
Q9Z2D6,NU_1,NU_1
Q9Z2G1,unknown,unknown
Q9Z2G6,ER_2,ER_2
Q9Z2G9,unknown,unknown
Q9Z2I0,MITO_1,MITO_1
Q9Z2I8,MITO_2,MITO_2
Q9Z2I9,unknown,unknown
Q9Z2K1,unknown,unknown
Q9Z2L6,unknown,unknown
Q9Z2L7,unknown,unknown
Q9Z2M7,unknown,unknown
Q9Z2N8,unknown,unknown
Q9Z2P8,unknown,unknown
Q9Z2Q5,unknown,unknown
Q9Z2Q6,unknown,unknown
Q9Z2T6,unknown,unknown
Q9Z2U0,PX_1,PX_1
Q9Z2U1,PX_1,PX_1
Q9Z2V5,unknown,unknown
Q9Z2W0,unknown,unknown
Q9Z2X1,unknown,unknown
Q9Z2Y3,unknown,unknown
Q9Z2Y8,unknown,unknown
Q9Z2Z6,unknown,unknown
Q9Z2Z9,unknown,unknown
Q9Z315,unknown,unknown
S4R2K0,unknown,unknown
V9GWW6,unknown,unknown
Z4YJF5,unknown,unknown
